3,43,0.0
39,21,0.0
33,17,0.0
5,1,0.0
12,10,0.0
41,1,0.0
46,4,0.0
0,20,0.0
41,17,0.0
29,45,0.0
15,18,0.0
1,35,0.0
9,49,0.0
37,34,0.0
14,17,0.0
48,16,0.0
4,49,0.0
41,24,0.0
41,40,0.0
3,4,0.0
48,25,0.0
16,22,0.0
47,31,0.0
14,1,0.0
11,48,0.0
4,10,0.0
38,17,0.0
6,11,0.0
48,21,0.0
3,37,0.0
49,37,0.0
32,1,0.0
9,3,0.0
24,46,0.0
47,17,0.0
32,48,0.0
22,16,0.0
13,41,0.0
24,1,0.0
42,33,0.0
8,35,0.0
43,21,0.0
8,46,0.0
23,25,0.0
7,16,0.0
23,13,0.0
12,2,0.0
11,32,0.0
0,7,0.0
5,37,0.0
29,41,0.0
4,26,0.0
0,34,0.0
2,38,0.0
10,12,0.0
38,13,0.0
45,44,0.0
8,42,0.0
26,21,0.0
40,17,0.0
44,9,0.0
1,0,0.0
24,7,0.0
37,49,0.0
36,43,0.0
18,20,0.0
42,3,0.0
17,24,0.0
31,17,0.0
1,23,0.0
49,1,0.0
9,0,0.0
35,37,0.0
25,31,0.0
27,44,0.0
22,10,0.0
10,6,0.0
7,13,0.0
0,16,0.0
21,36,0.0
25,1,0.0
8,17,0.0
7,17,0.0
40,9,0.0
40,48,0.0
0,1,0.0
41,43,0.0
49,20,0.0
30,3,0.0
32,21,0.0
4,29,0.0
2,34,0.0
8,26,0.0
36,34,0.0
16,23,0.0
6,15,0.0
49,34,0.0
5,3,0.0
11,25,0.0
24,43,0.0
5,43,0.0
34,1,0.0
30,21,0.0
9,20,0.0
44,32,0.0
12,5,0.0
26,38,0.0
34,17,0.0
0,6,0.0
8,8,0.0
17,6,0.0
42,37,0.0
4,32,0.0
23,17,0.0
48,8,0.0
22,0,0.0
16,46,0.0
38,10,0.0
33,1,0.0
17,25,0.0
8,23,0.0
21,11,0.0
14,14,0.0
39,8,0.0
49,42,0.0
7,8,0.0
16,15,0.0
28,27,0.0
40,42,0.0
45,41,0.0
20,44,0.0
1,48,0.0
1,9,0.0
10,17,0.0
18,2,0.0
1,27,0.0
35,34,0.0
40,28,0.0
22,8,0.0
7,37,0.0
18,12,0.0
22,13,0.0
26,37,0.0
41,49,0.0
21,17,0.0
5,0,0.0
47,20,0.0
14,29,0.0
3,33,0.0
16,37,0.0
40,39,0.0
5,25,0.0
5,31,0.0
4,47,0.0
25,48,0.0
4,25,0.0
16,28,0.0
2,43,0.0
1,43,0.0
38,1,0.0
37,2,0.0
39,3,0.0
45,34,0.0
7,1,0.0
36,8,0.0
4,17,0.0
35,21,0.0
41,46,0.0
27,35,0.0
1,44,0.0
19,8,0.0
3,49,0.0
3,39,0.0
34,24,0.0
29,4,0.0
11,43,0.0
35,41,0.0
3,8,0.0015957446808510637
24,19,0.001893939393939394
11,0,0.0023809523809523807
10,10,0.002403846153846154
23,21,0.0029162801484230055
14,37,0.003125
47,42,0.003246753246753247
43,28,0.0034340659340659344
34,41,0.003663446054750403
3,21,0.003947368421052632
45,3,0.004166666666666667
20,26,0.00423728813559322
11,14,0.004329268292682926
21,2,0.004427083333333333
18,23,0.004876249876249876
47,19,0.004893317230273752
40,21,0.0050347222222222225
11,21,0.005050505050505051
3,42,0.0051038961038961045
23,3,0.005208333333333333
43,13,0.005361111111111111
37,36,0.005434782608695652
20,21,0.005434782608695652
40,3,0.0055
10,41,0.005618686868686869
8,43,0.005833333333333334
2,12,0.005847953216374269
19,21,0.005952380952380952
26,31,0.006
48,6,0.006060606060606061
21,12,0.006097560975609756
22,20,0.006097560975609756
3,17,0.0061292270531400975
14,41,0.006150793650793651
3,10,0.006211687614843279
7,3,0.006218905472636815
10,35,0.006290452602952602
24,8,0.006329113924050633
3,48,0.006363636363636364
13,25,0.006405400155400156
16,5,0.00641025641025641
29,48,0.00641025641025641
25,34,0.006557377049180328
43,3,0.006578947368421052
12,9,0.006648936170212766
5,38,0.006720430107526882
21,6,0.006744840752017786
18,35,0.0067887931034482756
2,31,0.006944444444444444
14,0,0.006944444444444444
0,43,0.007203389830508475
3,13,0.00727428949107733
3,3,0.007321428571428572
12,17,0.007361111111111112
42,20,0.0074
34,48,0.007444764254385965
30,28,0.007500000000000001
16,3,0.007575757575757576
21,28,0.007639573070607553
11,34,0.007653061224489796
3,25,0.007792560285958173
14,47,0.0077929292929292925
9,31,0.00784313725490196
32,14,0.007936507936507936
35,43,0.007978723404255319
34,7,0.008
3,41,0.008012820512820514
3,15,0.008014423076923077
38,21,0.008064516129032258
22,48,0.008131263091746962
8,47,0.00814037935748462
35,48,0.008333333333333333
24,48,0.008333333333333333
23,48,0.008379629629629631
18,43,0.008383467023172907
48,28,0.008517137242828165
47,8,0.008522727272727272
6,26,0.008531746031746031
14,43,0.008573717948717948
30,33,0.008620689655172414
32,49,0.008620689655172414
24,9,0.008671171171171171
14,35,0.008680555555555556
2,14,0.008700980392156861
25,41,0.008713450292397661
3,9,0.00874612282878412
29,13,0.008775510204081632
32,39,0.008778328767363855
3,28,0.008814102564102566
3,11,0.008814102564102566
1,14,0.008928571428571428
24,6,0.008946078431372548
14,39,0.00895526208026208
34,10,0.00899370026525199
3,34,0.009028908689912747
45,47,0.009046991315136477
49,15,0.00905448717948718
37,20,0.0090625
7,21,0.009080459770114943
22,44,0.009140953716690043
36,19,0.009144452321871678
48,36,0.009184550865800866
44,30,0.009228187919463088
7,43,0.009232795443758898
8,16,0.009234234234234234
7,44,0.009244595864661654
24,11,0.009254452750092285
35,10,0.009334935897435897
22,41,0.009365079365079364
34,13,0.009375
29,28,0.009466369224891953
7,28,0.009466702652186522
5,4,0.00948905109489051
41,35,0.009535866219383377
2,19,0.009540228777070883
32,40,0.009615384615384616
16,31,0.009632034632034632
42,5,0.009665343915343913
47,9,0.009754423405080386
3,32,0.009796706989247311
3,35,0.009817708333333333
39,44,0.009935515873015872
24,41,0.01
39,10,0.010006009615384616
22,19,0.010015048627002289
7,12,0.01005422794117647
16,44,0.01011904761904762
47,46,0.010167474856321839
42,9,0.010170125482625483
23,35,0.01017857142857143
22,5,0.010182571479446479
17,34,0.010197368421052632
32,2,0.01029491341991342
43,0,0.010416666666666666
16,43,0.010416666666666666
41,38,0.010416666666666666
7,41,0.010432330827067668
26,26,0.010476190476190477
49,14,0.0105982905982906
47,0,0.010606709211436229
33,29,0.0106171670942838
18,46,0.010617322686650419
11,12,0.010670045045045045
7,9,0.01068872643872644
34,29,0.010691441373302274
9,24,0.010714285714285714
19,32,0.010714285714285714
45,13,0.010733646953405018
25,47,0.010738990332975295
21,34,0.010799592391304349
36,23,0.010829786826163638
41,33,0.011086883116883117
10,26,0.011106532212355942
3,16,0.011178861788617886
41,9,0.011218773659192306
43,47,0.01121912179874975
26,35,0.011224681946280823
9,38,0.011229631879141685
34,15,0.011238989080480676
2,28,0.011294754037572094
42,39,0.011307997557997558
9,46,0.011382539682539683
2,0,0.011387686387686387
2,29,0.011395865499074804
10,29,0.011504917077067812
32,8,0.011574074074074073
35,46,0.011769161922015183
14,16,0.011871766444937176
13,34,0.01187999295112782
16,41,0.011949664918414917
19,29,0.011971259721695262
20,39,0.011978910242462228
3,18,0.011990106199509848
34,46,0.012002903599090899
41,10,0.01201923076923077
1,15,0.01201923076923077
34,12,0.012025290275679478
38,15,0.012036083998816918
49,21,0.012100378787878788
35,12,0.012117139329575663
48,9,0.012203239208707962
12,48,0.012214781746031746
9,29,0.01222860791826309
29,10,0.012275641025641026
34,35,0.01227629534136887
35,5,0.012277454053721803
27,43,0.012292409387997623
8,0,0.01233676046176046
42,41,0.012339689464302467
8,19,0.01234232212232212
5,41,0.012347560975609757
29,35,0.012381881385713122
20,2,0.012416805467077206
39,12,0.01246258590339825
9,25,0.012496244255920821
24,39,0.012609047379788223
10,11,0.012627845608685276
47,5,0.012651062844492635
47,35,0.012653900878229315
0,21,0.012711864406779662
20,24,0.012788461538461538
49,16,0.012815255279885175
43,34,0.012831632653061226
5,12,0.012857673280494879
10,42,0.012859195402298849
47,21,0.012860576923076922
36,24,0.012867647058823529
42,36,0.012867647058823529
10,34,0.012867647058823529
4,42,0.012875000000000001
30,4,0.012905844155844157
36,2,0.01290756904094036
34,26,0.012971014492753624
30,9,0.01298076923076923
22,21,0.013000000000000001
3,1,0.013002873563218392
38,48,0.013006756756756757
20,25,0.013020833333333334
9,47,0.013031653746770025
48,32,0.013032786885245902
41,15,0.013050144300144303
41,21,0.013058035714285713
7,35,0.01306817786862015
22,17,0.013071428571428572
39,34,0.013114754098360656
38,39,0.013124353972051339
10,43,0.013143467643467643
43,20,0.013157894736842105
38,43,0.013157894736842105
47,25,0.013177083333333332
3,24,0.013221738408596955
32,16,0.013226744186046512
39,24,0.01323677722994173
18,33,0.013251559841179808
24,44,0.013255813953488372
33,6,0.013268229166666666
27,15,0.01328125
22,3,0.013297872340425532
23,39,0.01330994981497855
42,47,0.013344516443701224
3,12,0.013353365384615384
7,23,0.013372410681106334
42,11,0.013373298227400394
35,47,0.013378378378378379
35,35,0.013381043989693373
36,46,0.01339080459770115
6,47,0.0134
12,41,0.013402777777777777
7,19,0.013436087848932677
14,15,0.0134375
11,9,0.013448050451726923
38,23,0.013450501704178174
4,21,0.013484848484848485
33,15,0.013526592051477635
1,29,0.013541666666666667
38,35,0.013548756828659844
30,2,0.013552631578947368
7,2,0.013580061264271791
21,38,0.013582062700548956
2,44,0.013590268652915712
44,26,0.0136986301369863
14,46,0.013709454666751044
42,31,0.01372718253968254
10,22,0.013728165665665665
5,36,0.013730896686159845
8,9,0.01375
33,12,0.01377897681093443
11,44,0.01379028379028379
16,0,0.013790296052631578
21,13,0.013816693505099302
43,36,0.01383840202136573
33,9,0.013864314737784343
49,29,0.013865139780276342
16,39,0.013888888888888888
8,31,0.013909932659932659
26,9,0.01393037862496148
6,33,0.01393799533799534
2,5,0.013940289634453238
29,29,0.013944962414732283
3,36,0.014026442307692307
5,10,0.014026442307692307
29,46,0.014026978009559632
48,11,0.014039853327901034
35,29,0.01404986489545313
11,46,0.014068123628072608
35,39,0.014071096727346724
29,31,0.014107925129430507
16,47,0.014154908948228415
38,41,0.014172377622377622
48,10,0.014194711538461538
10,23,0.014252314814814815
32,29,0.014289450229852707
20,5,0.014291889921734881
48,12,0.014304789227465359
47,11,0.014322096160331452
21,20,0.014322916666666666
22,2,0.0143263678803081
43,44,0.014336807225696115
38,22,0.014338737063787467
25,9,0.014343590394967924
35,22,0.014356165994623657
7,11,0.014378815449694857
18,5,0.014389689158882142
19,47,0.014412740823346223
3,0,0.014423076923076924
47,29,0.014450965060935567
47,10,0.014471153846153847
34,9,0.014490248161741942
34,33,0.01449449718070273
41,12,0.014497101550410374
45,15,0.014558270676691729
14,44,0.014577132936507937
22,35,0.014600309657315897
9,5,0.014601980314681929
47,28,0.014612871974946273
48,46,0.014619455270030718
43,35,0.014628951894279403
5,5,0.014643022297580023
6,14,0.014651069017254312
11,36,0.014669823577869556
14,12,0.014690775681341717
7,5,0.014716924661343899
42,7,0.014737762237762237
5,14,0.014745710784313725
35,36,0.014755555555555555
32,35,0.014762294232219043
19,35,0.014766217958295717
0,33,0.014792457180500661
26,5,0.014794719741488145
41,5,0.01482141684935732
43,15,0.01482820097589458
45,23,0.014844414356992627
29,32,0.014845890410958905
9,21,0.014864864864864866
7,10,0.014923878205128206
42,0,0.014930955346396522
34,28,0.014932667070989438
2,39,0.014942233727067803
2,41,0.014942279942279943
26,23,0.014949060993581263
11,5,0.014981507656430254
0,46,0.01498511904761905
25,29,0.014985976720336707
42,2,0.014992138364779875
9,35,0.015010703191795028
41,11,0.01503387195291243
26,19,0.015035069444444445
49,0,0.015040983606557376
5,2,0.01504880720548784
19,12,0.01505825902638333
25,4,0.015060240963855422
18,6,0.015060240963855422
3,6,0.015073135929572028
18,11,0.015077258484682821
41,14,0.015079464901592446
5,28,0.015082950885668276
39,9,0.0151086230018409
34,2,0.01511234226502914
9,22,0.015120871622731812
48,19,0.015132575757575756
3,23,0.015192307692307692
36,15,0.015202804309744454
42,44,0.015229838170243004
10,19,0.01523377259116596
30,36,0.015255355276907
10,21,0.015285409035409037
48,35,0.015294619540828882
39,41,0.015296296296296296
48,5,0.015341392840443752
25,44,0.015347194458326392
8,11,0.015381944444444445
29,33,0.015382700485094103
34,5,0.015400933827353885
25,23,0.015406557910492832
10,9,0.01540947622089095
35,28,0.015421222976370035
20,35,0.015424582296742963
45,19,0.015428153717627402
34,14,0.015444879788462675
47,15,0.01544740876407543
9,14,0.01548008336218966
48,13,0.015499153950778244
33,41,0.015504807692307693
9,28,0.015507185715519048
7,29,0.01550998075998076
26,46,0.015521010228790114
25,38,0.015523463804713806
42,23,0.01553598484848485
36,5,0.015538808912525215
39,15,0.015544381083829332
22,47,0.015575911482840833
38,2,0.015578650306643455
41,44,0.015594098883572568
18,19,0.015599640108568683
2,11,0.015607797689020748
25,46,0.015632754070254072
47,44,0.015665903890160184
24,23,0.015685783947979072
32,5,0.015696159660783037
22,22,0.015700306637806638
49,48,0.01572049512987013
13,13,0.015760396361273556
20,9,0.015773498435849145
39,28,0.0157930676156298
25,25,0.015836119554204657
14,9,0.0158492296404989
26,15,0.015861985236985236
9,15,0.015919569731517216
20,15,0.01592265561015561
2,9,0.01594080886362233
10,5,0.01595721144338612
37,13,0.015957446808510637
39,43,0.015957446808510637
29,16,0.015961538461538465
48,29,0.015985019091406958
6,36,0.01599026627559236
19,23,0.015993873365720758
39,36,0.016009516415175482
22,14,0.016019833269329237
22,9,0.016035493742951722
36,14,0.01606025867136978
48,17,0.016067708333333333
26,41,0.016071937321937322
26,11,0.016112490031897925
6,42,0.01613372093023256
29,12,0.016136888465991723
14,23,0.01615546218487395
38,11,0.01615548841590508
43,41,0.016164080174890058
1,1,0.016173703204808463
21,33,0.016180555555555556
19,39,0.01620181955310739
29,26,0.01621007372453347
32,0,0.016215201465201466
6,2,0.016219806763285025
35,9,0.01622334163242523
45,11,0.016237054154995333
19,5,0.016242561849289492
33,39,0.016261571328007273
25,5,0.016318312865118
5,9,0.01632639271326872
29,2,0.0163333748598708
0,2,0.01634366205689735
4,41,0.01634928954111344
48,15,0.01636126219459553
45,12,0.01637086973537028
47,39,0.01637190537065452
5,44,0.016378951580632253
29,9,0.0163879651006108
0,5,0.016405070291156662
11,10,0.016423076923076922
18,22,0.016436274509803922
9,33,0.016457544650201807
26,29,0.016467242324561402
11,35,0.01648182804083425
7,47,0.016498429232804233
43,46,0.01653007476800502
39,48,0.01654100529100529
2,35,0.01655364728927947
33,33,0.016590728353771834
43,19,0.016606208425720623
6,12,0.016615259264000683
32,41,0.016649416007968643
22,39,0.01666185489347254
20,36,0.01666486170833997
0,48,0.016666666666666666
35,31,0.016666666666666666
43,29,0.01666751415184386
48,38,0.016669565217391304
34,21,0.01667763157894737
6,39,0.016683312634451154
6,38,0.016692550505050505
26,14,0.01669642857142857
33,11,0.01670625494131241
5,13,0.016719340513983372
10,31,0.01674331323438466
3,19,0.0168125
43,10,0.016829594017094017
11,15,0.016830829161808263
42,15,0.016851047559251892
5,46,0.0168640611946533
32,47,0.016878110315610314
36,3,0.016891891891891893
0,22,0.016919982794982795
36,36,0.016944476055683583
36,39,0.016948934286696894
42,12,0.01694915254237288
25,39,0.016973492311439357
38,9,0.01698953823953824
32,23,0.017000260541927208
38,5,0.017002247702525276
7,14,0.017004728748166626
47,33,0.01700521117537924
39,11,0.017010036702428007
42,48,0.017045454545454544
43,39,0.01708081227829127
25,36,0.017085137365698028
10,0,0.017092330230362364
45,22,0.017100732951432454
47,36,0.0171026868964369
11,47,0.017115270815928712
3,40,0.017122120159814794
35,23,0.017178743961352657
7,15,0.017194221348826613
33,28,0.017202138920091134
34,47,0.0172434933634878
0,39,0.01724416860599459
32,11,0.017256578298244965
29,44,0.017257408590129177
25,33,0.01726367999230118
18,15,0.017284742837977887
39,33,0.01728540971449759
19,46,0.017295485016073253
11,33,0.017303642330443236
29,39,0.0173089421258229
18,29,0.0173362685765703
42,19,0.0173444573283859
35,33,0.017355179461551278
19,48,0.017361863520111605
34,11,0.017377855020328143
10,36,0.017397128631538025
34,19,0.01739953905544938
21,14,0.017400703871292108
29,0,0.017403316715702298
33,5,0.017419774404676153
29,5,0.017432770578182905
9,19,0.01744047619047619
45,39,0.01744833855082636
34,6,0.0174931302696854
32,9,0.01749811509150152
38,47,0.017509484910800698
20,13,0.01752135263929619
25,10,0.017524038461538462
0,25,0.017570921985815603
47,12,0.01758417869074796
7,26,0.017592308092635962
22,29,0.017600587243444384
33,47,0.017610445306599144
