Mostly Cloudy,2,0
Mostly Cloudy,2.5,0
Rain,1,0
Scattered Clouds,5,0
Clear,3,0
Clear,4,0
Clear,6,0
Haze,1.8,0
Haze,8,0
Haze,9,0
Light Snow,6,0
Snow,0.2,0.04375
Overcast,1,0.051622103
Heavy Rain,1.8,0.051666667
Heavy Rain,0.8,0.053571429
Rain,5,0.066666667
Heavy Rain,1,0.0675
Light Snow,2,0.069761905
Rain,0.5,0.070588235
Light Snow,1.8,0.077671958
Rain,2,0.081244881
Heavy Rain,1.5,0.082738095
Haze,4,0.08878016
Light Rain,2,0.09461483
Partly Cloudy,8,0.09593211
Mostly Cloudy,7,0.100542804
Light Rain,1.5,0.103274854
Rain,1.2,0.1064
Light Snow,2.5,0.106547619
Rain,2.5,0.109408614
Overcast,8,0.112203124
Scattered Clouds,9,0.112297928
Light Rain,5,0.112496677
Mostly Cloudy,4,0.11287037
Light Rain,8,0.113986303
Haze,5,0.115348301
Partly Cloudy,7,0.116540258
Mostly Cloudy,5,0.116833722
Partly Cloudy,4,0.117125
Haze,2.5,0.119637681
Light Snow,0.8,0.121393264
Clear,5,0.121666667
Light Rain,6,0.125329773
Scattered Clouds,8,0.127619696
Overcast,4,0.128082694
Overcast,5,0.128601276
Clear,8,0.131187934
Partly Cloudy,10,0.131869902
Overcast,9,0.131923613
Mostly Cloudy,9,0.132993327
Partly Cloudy,9,0.134871972
Light Rain,4,0.135369812
Overcast,10,0.135871073
Light Rain,9,0.136274382
Rain,4,0.136441103
Haze,6,0.137898786
Clear,10,0.138372438
Mostly Cloudy,10,0.138429619
Clear,9,0.138759547
Overcast,2.5,0.139194281
Rain,0.8,0.140350877
Overcast,7,0.142177039
Mostly Cloudy,8,0.142508193
Overcast,6,0.143939836
Overcast,1.8,0.144048109
Clear,7,0.145035701
Light Snow,1,0.145809524
Rain,3,0.14655303
Scattered Clouds,10,0.14764653
Light Rain,7,0.147995864
Scattered Clouds,7,0.148262751
Overcast,3,0.15027113
Overcast,1.5,0.150793651
Rain,1.8,0.153288051
Light Rain,3,0.155197453
Light Rain,2.5,0.15665021
Rain,1.5,0.157269493
Mostly Cloudy,6,0.158691589
Light Rain,10,0.159904962
Light Rain,1.8,0.161211182
Overcast,2,0.16566589
Haze,2,0.165681492
Snow,0.5,0.166224442
Light Snow,1.2,0.168985507
Partly Cloudy,5,0.170990891
Light Rain,1.2,0.178827839
Heavy Rain,1.2,0.182486772
Light Snow,4,0.193435574
Scattered Clouds,6,0.2
Haze,3,0.200747547
Heavy Rain,0.2,0.217664835
Heavy Rain,3,0.226666667
Overcast,1.2,0.227725011
Light Snow,1.5,0.242857143
Heavy Rain,0.5,0.258748718
Light Freezing Rain,3,0.266666667
Light Rain,1,0.269411765
Haze,10,0.385157149
Light Snow,6,0
Haze,8,0
Haze,9,0
Rain,1,0
Haze,1.8,0
Mostly Cloudy,2.5,0
Clear,6,0
Clear,3,0
Mostly Cloudy,2,0
Scattered Clouds,5,0
Clear,4,0
Snow,0.2,0.113589999
Overcast,1,0.134028678
Heavy Rain,1.8,0.134144379
Heavy Rain,0.8,0.139089794
Rain,5,0.173089522
Heavy Rain,1,0.175253141
Light Snow,2,0.181125821
Rain,0.5,0.183271258
Light Snow,1.8,0.20166303
Rain,2,0.210939565
Heavy Rain,1.5,0.21481646
Haze,4,0.230503731
Light Rain,2,0.245652534
Partly Cloudy,8,0.249072645
Mostly Cloudy,7,0.261043587
Light Rain,1.5,0.268136926
Rain,1.2,0.276250877
Light Snow,2.5,0.276634146
Rain,2.5,0.28406227
Overcast,8,0.291317776
Scattered Clouds,9,0.291563919
Light Rain,5,0.29207994
Mostly Cloudy,4,0.293050177
Light Rain,8,0.29594752
Haze,5,0.299483733
Partly Cloudy,7,0.302578463
Mostly Cloudy,5,0.303340396
Partly Cloudy,4,0.304096654
Haze,2.5,0.310620435
Light Snow,0.8,0.315178531
Clear,5,0.315888377
Light Rain,6,0.325399058
Scattered Clouds,8,0.331344484
Overcast,4,0.332546584
Overcast,5,0.333893001
Clear,8,0.340608851
Partly Cloudy,10,0.342379474
Overcast,9,0.342518925
Mostly Cloudy,9,0.34529627
Partly Cloudy,9,0.350173877
Light Rain,4,0.35146644
Overcast,10,0.352767885
Light Rain,9,0.353815013
Rain,4,0.354247878
Haze,6,0.358032525
Clear,10,0.359262287
Mostly Cloudy,10,0.359410748
Clear,9,0.360267355
Overcast,2.5,0.361396072
Rain,0.8,0.364398993
Overcast,7,0.369140335
Mostly Cloudy,8,0.370000125
Overcast,6,0.37371716
Overcast,1.8,0.373998274
Clear,7,0.376562401
Light Snow,1,0.378571511
Rain,3,0.380501909
Scattered Clouds,10,0.38334101
Light Rain,7,0.384248001
Scattered Clouds,7,0.384940929
Overcast,3,0.390155371
Overcast,1.5,0.391512014
Rain,1.8,0.397988332
Light Rain,3,0.402945793
Light Rain,2.5,0.406717649
Rain,1.5,0.408325519
Mostly Cloudy,6,0.412017768
Light Rain,10,0.4151681
Light Rain,1.8,0.418559497
Overcast,2,0.430125444
Haze,2,0.430165954
Snow,0.5,0.431575638
Light Snow,1.2,0.43874431
Partly Cloudy,5,0.443950973
Light Rain,1.2,0.464298377
Heavy Rain,1.2,0.473798223
Light Snow,4,0.502225066
Scattered Clouds,6,0.519268565
Haze,3,0.521209453
Heavy Rain,0.2,0.565132534
Heavy Rain,3,0.588504374
Overcast,1.2,0.5912522
Light Snow,1.5,0.630540401
Heavy Rain,0.5,0.671800378
Light Freezing Rain,3,0.692358087
Light Rain,1,0.699485303
Haze,10,1